(52.12564468383789, 197.9322509765625)
(53.044891357421875, 159.44235229492188)
(53.46952438354492, 279.26824951171875)
(54.83104705810547, 261.77782821655273)
(56.89756774902344, 107.34991455078125)
(57.53443908691406, 182.72698211669922)
(58.20064163208008, 276.723352432251)
(58.20064163208008, 276.723352432251)
(59.13607406616211, 280.6390037536621)
(59.825164794921875, 127.57749938964844)
(61.468421936035156, 267.2444076538086)
(64.41301727294922, 106.00202941894531)
(64.78351593017578, 112.599609375)
(65.2051773071289, 172.72659301757812)
(65.35945129394531, 173.09078979492188)
(65.62223052978516, 207.9991683959961)
(66.08636474609375, 139.03004455566406)
(66.6023941040039, 293.2931218147278)
(66.85863494873047, 108.91889953613281)
(67.42219543457031, 192.23007202148438)
(67.70440673828125, 267.84606552124023)
(67.71759796142578, 284.7911777496338)
(67.98385620117188, 189.35259246826172)
(69.60881805419922, 133.4149932861328)
(70.17218017578125, 177.34373474121094)
(70.17595672607422, 277.720251083374)
(70.17943572998047, 290.6917314529419)
(71.455322265625, 115.48320007324219)
(72.81810760498047, 177.71099853515625)
(72.93234252929688, 292.35639572143555)
(72.99458312988281, 148.99916076660156)
(74.41366577148438, 268.5292091369629)
(74.41366577148438, 268.5292091369629)
(75.5750961303711, 128.00064086914062)
(76.57366180419922, 158.21461486816406)
(76.57366180419922, 158.21461486816406)
(77.10027313232422, 57.977020263671875)
(77.42979431152344, 271.6208896636963)
(77.42979431152344, 271.6208896636963)
(77.55890655517578, 278.32725524902344)
(77.63700103759766, 285.75657653808594)
(77.66170501708984, 99.96598815917969)
(78.95877838134766, 265.90428161621094)
(79.01856231689453, 256.0043601989746)
(79.93895721435547, 184.63976287841797)
(80.1677017211914, 264.4015464782715)
(80.1677017211914, 264.4015464782715)
(82.14900207519531, 274.3448905944824)
(82.14900207519531, 274.3448905944824)
(82.2153549194336, 267.3244285583496)
(83.87667083740234, 98.45988464355469)
(84.70758819580078, 285.74142932891846)
(85.1370849609375, 126.97784423828125)
(87.23992919921875, 225.95984649658203)
(87.26294708251953, 288.1854991912842)
(87.58380126953125, 142.51560974121094)
(87.83831787109375, 278.9391975402832)
(89.0477294921875, 182.7354965209961)
(89.0477294921875, 182.7354965209961)
(90.06205749511719, 295.8527731895447)
(90.63970947265625, 42.430877685546875)
(93.17927551269531, 263.8758239746094)
(94.87105560302734, 294.28912353515625)
(96.4967041015625, 252.8997344970703)
(96.51285552978516, 280.9340705871582)
(96.51285552978516, 280.9340705871582)
(96.71332550048828, 268.18174743652344)
(96.71332550048828, 268.18174743652344)
(99.07283782958984, 181.07691192626953)
(99.15208435058594, 162.50051879882812)
(99.49072265625, 282.9865608215332)
(99.77033996582031, 161.4088134765625)
(100.9587173461914, 253.9547119140625)
(100.9587173461914, 253.9547119140625)
(101.52526092529297, 282.82393646240234)
(102.34408569335938, 134.75341796875)
(102.4505386352539, 271.9271697998047)
(103.2904281616211, 128.59083557128906)
(104.59747314453125, 138.9039306640625)
(105.80763244628906, 252.15082168579102)
(107.06246185302734, 284.7640151977539)
(107.06246185302734, 284.7640151977539)
(108.283447265625, 280.3059883117676)
(110.9122314453125, 188.74059295654297)
(110.9122314453125, 188.74059295654297)
(110.99370574951172, 280.9739589691162)
(112.22272491455078, 295.53659677505493)
(112.39524841308594, 105.78153991699219)
(112.84255981445312, 171.4813995361328)
(113.2082748413086, 138.2606658935547)
(113.97806549072266, 139.0233917236328)
(114.82721710205078, 181.3303985595703)
(115.69119262695312, 252.31874084472656)
(116.38789367675781, 103.32698059082031)
(117.07303619384766, 291.8941316604614)
(117.66466522216797, 287.00236415863037)
(117.66466522216797, 287.00236415863037)
(118.46678924560547, 129.17535400390625)
(120.83857727050781, 195.24134826660156)
(122.65145111083984, 182.84033203125)
(123.50181579589844, 157.10523986816406)
(125.04685974121094, 189.59899139404297)
(125.84305572509766, 295.11266708374023)
(126.84013366699219, 267.29847717285156)
(129.64183044433594, 178.8459243774414)
(129.96475219726562, 195.42704010009766)
(129.96475219726562, 195.42704010009766)
(130.1006317138672, 182.3541717529297)
(130.17779541015625, 172.80172729492188)
(130.67544555664062, 167.84544372558594)
(130.95938110351562, 185.36589813232422)
(133.1140594482422, 288.95084953308105)
(133.31666564941406, 57.03607177734375)
(133.6819305419922, 181.2627182006836)
(135.63739013671875, 172.66399383544922)
(136.53236389160156, 180.016357421875)
(136.77862548828125, 290.6020975112915)
(138.5164337158203, 201.08173370361328)
(138.87582397460938, 92.64366149902344)
(139.58200073242188, 289.2764196395874)
(141.0693817138672, 283.0254650115967)
(141.5760955810547, 193.04383087158203)
(143.73341369628906, 209.56377410888672)
(143.84303283691406, 275.2294979095459)
(146.49684143066406, 196.1860809326172)
(148.84957885742188, 190.15235137939453)
(148.9010467529297, 136.18893432617188)
(151.44427490234375, 272.91021156311035)
(153.03115844726562, 235.88116455078125)
(153.31785583496094, 272.7359447479248)
(155.18687438964844, 90.21473693847656)
(158.9028778076172, 142.7268829345703)
(158.9028778076172, 142.7268829345703)
(160.2217254638672, 77.2030029296875)
(161.43023681640625, 252.8045883178711)
(162.07009887695312, 257.21393966674805)
(163.5503692626953, 245.56233978271484)
(164.89041137695312, 159.92555236816406)
(164.89041137695312, 159.92555236816406)
(166.98654174804688, 170.2629852294922)
(167.60037231445312, 195.1591339111328)
(167.8899688720703, 178.9039077758789)
(168.51495361328125, 238.0749168395996)
(168.52894592285156, 160.0893096923828)
(169.37109375, 232.39495849609375)
(169.96554565429688, 192.40021514892578)
(169.96554565429688, 192.40021514892578)
(170.5868682861328, 198.42438507080078)
(171.2439422607422, 202.59219360351562)
(171.91575622558594, 160.47352600097656)
(175.64117431640625, 76.952392578125)
